Name,Price,Rating,Release,Follows,Online,Peak,Genre
Hood Story: Kaito Yamazaki,$12.99,77.40%,May 2024,199,0,3,3D-Fighter
女神試煉 Quest of Goddess,$17.99,77.40%,Nov 2024,185,0,10,3D-Fighter
Kings of Cratia,$4.99,77.40%,Aug 2025,64,0,5,3D-Fighter
Proportions,Free,77.40%,Oct 2024,56,0,14,3D-Fighter
CICADA,$9.99,77.34%,Sep 2025,259,0,52,3D-Fighter
The Pit,$6.99,77.30%,May 2023,158,0,3,3D-Fighter
Stickman Strikes: Conquer Fantasy World,$11.99,77.28%,May 2025,"2,871",11,"1,184",3D-Fighter
Project Morpheus: Prologue,Free,77.16%,Jan 2021,"4,176",1,77,3D-Fighter
Mad Streets,$14.99,77.10%,Mar 2022,"2,480",0,59,3D-Fighter
MAGIC CHAOS,$6.99,77.00%,Mar 2024,354,0,46,3D-Fighter
Aphasie,Free,77.00%,Sep 2025,123,0,15,3D-Fighter
GST Wars,Free,77.00%,Jul 2025,34,0,4,3D-Fighter
Dream Fight Will,$3.99,76.97%,May 2023,165,0,14,3D-Fighter
Flying Ruckus - Multiplayer,Free,76.90%,Jul 2022,44,0,5,3D-Fighter
Combat Labs,$1.99,76.90%,Apr 2021,31,0,5,3D-Fighter
Captain Frogger,$2.99,76.90%,Aug 2020,29,0,3,3D-Fighter
TempleFight,$4.99,76.90%,May 2021,20,0,2,3D-Fighter
ROOM FOOTBALL - Cursed West,$5.80,76.90%,Apr 2025,17,0,1,3D-Fighter
Rings of Hell,Free,76.76%,Aug 2021,330,0,8,3D-Fighter
Holiday Party: Mascot Brawl,$13.99,76.58%,Oct 2024,219,0,11,3D-Fighter
The Van of Justice,Free,76.58%,Nov 2021,49,0,3,3D-Fighter
Crackin' Smackin,Free,76.45%,Jun 2024,126,0,11,3D-Fighter
Eruption 爆发,$4.99,76.37%,Jun 2021,136,0,3,3D-Fighter
Brazen Blaze -3vs3 Brawl Arena-,Free,76.34%,Jul 2024,"1,509",1,25,3D-Fighter
King Of The Pit,Free,76.34%,Aug 2021,89,0,5,3D-Fighter
Superation,$4.99,76.34%,May 2025,68,0,2,3D-Fighter
Redemption of Liuyin,$18.99,76.31%,Mar 2025,"2,518",0,56,3D-Fighter
Bird Missions,$2.99,76.18%,May 2020,147,0,8,3D-Fighter
Bob Fight,Free,76.13%,May 2024,102,0,8,3D-Fighter
Cabbagers,$3.99,76.13%,Dec 2022,32,0,12,3D-Fighter
The Breakup Arena,$1.99,76.13%,Jul 2024,24,0,1,3D-Fighter
WWE 2K23,—,76.01%,Mar 2023,"13,954",53,"6,535",3D-Fighter
LES MILLS XR BODYCOMBAT,$29.99,75.91%,Apr 2025,310,3,9,3D-Fighter
Let's take a bath with Purin 2,$17.99,75.90%,Jul 2024,"2,135",0,103,3D-Fighter
100 Men vs 1 Gorilla,$3.99,75.88%,Oct 2025,213,0,129,3D-Fighter
Rebound Gun,Free,75.86%,May 2023,52,0,4,3D-Fighter
BLEACH Rebirth of Souls - Ichigo Kurosaki (Thousand-Year Blood War Arc)DLC,$7.99,75.77%,Jun 2025,—,—,—,3D-Fighter
Last Stand: Zombie Horde,$1.99,75.71%,Feb 2025,23,0,3,3D-Fighter
REDMASK,Free,75.71%,Jan 2024,23,0,3,3D-Fighter
MY HERO ONE'S JUSTICE 2 DLC Pack 7 Present MicDLC,$3.99,75.71%,Dec 2021,—,—,—,3D-Fighter
Trials of Argolis,$7.99,75.64%,Dec 2020,117,0,2,3D-Fighter
Whimsical Wizardry,Free,75.64%,Jul 2024,63,0,9,3D-Fighter
Super SplashTube Bros.,Free,75.62%,Apr 2022,153,0,13,3D-Fighter
TEKKEN 8 - FahkumramDLC,$7.99,75.47%,Jul 2025,—,—,—,3D-Fighter
Sausage Wars,$4.00,75.44%,May 2024,62,0,3,3D-Fighter
God Within VR,$8.99,75.41%,Mar 2024,145,0,4,3D-Fighter
Melon Dusk,$1.99,75.41%,Apr 2022,64,0,2,3D-Fighter
幻世九州,Free,75.38%,Aug 2023,182,1,35,3D-Fighter
Idol VS Furries,$1.99,75.29%,Sep 2023,244,0,6,3D-Fighter
The Chad,Free,75.23%,Oct 2023,71,0,3,3D-Fighter
Hack and Slash Fury,$24.99,75.15%,Mar 2025,762,0,11,3D-Fighter
Battle RC,$4.99,75.14%,Mar 2024,313,2,12,3D-Fighter
Mayhem Heroes,$3.99,75.10%,Feb 2023,90,0,5,3D-Fighter
Beat the Beat Up!,Free,75.10%,May 2021,54,0,2,3D-Fighter
FIGHT BOTS,Free,75.10%,Nov 2021,53,0,21,3D-Fighter
Batterneers,Free,75.10%,Dec 2020,43,0,6,3D-Fighter
Skeletal Avenger,$16.99,75.03%,Sep 2021,"2,700",0,49,3D-Fighter
HUNDRED FIRES: The rising of red star - EPISODE 3,$5.99,75.00%,Sep 2023,53,0,2,3D-Fighter
Spellbound Stumble,Free,75.00%,Nov 2024,30,0,5,3D-Fighter
Meat Beating: The Second Coming,$0.99,75.00%,Jun 2022,15,0,6,3D-Fighter
Wukong Fight in Kaoria,$2.99,75.00%,Jan 2025,13,0,1,3D-Fighter
BLEACH Rebirth of Souls - Ichibe HyosubeDLC,$7.99,75.00%,Oct 2025,—,—,—,3D-Fighter
Hoover Heroes,$5.59,74.99%,Nov 2025,140,1,15,3D-Fighter
DogeFight,Free,74.94%,Apr 2022,"1,005",0,90,3D-Fighter
The Wraith of the Galaxy,$1.49,74.87%,Feb 2023,345,0,4,3D-Fighter
Blood Crawler,$12.99,74.85%,Mar 2025,"6,488",0,352,3D-Fighter
Mayhemers,$6.99,74.79%,Feb 2025,"7,021",4,486,3D-Fighter
Bare Butt Boxing,$14.99,74.78%,Aug 2024,"1,000",0,18,3D-Fighter
Khuga Bash!,$2.99,74.78%,May 2024,169,17,56,3D-Fighter
A Gummy's Life,$4.99,74.75%,Oct 2018,"1,809",1,26,3D-Fighter
Lugaru HD,$9.99,74.64%,Jan 2005,"1,664",0,12,3D-Fighter
Marmot Fight Club,$2.99,74.63%,May 2025,66,1,80,3D-Fighter
Hoover Heroes DemoDemo,Free,74.63%,Feb 2025,—,0,34,3D-Fighter
Abyss Of Fire,Free,74.58%,Feb 2023,149,0,5,3D-Fighter
OverField,Free,74.55%,Nov 2025,"1,198",263,"1,122",3D-Fighter
NARUTO: Ultimate Ninja STORM,$9.99,74.54%,Aug 2017,"7,476",58,550,3D-Fighter
