Name,Price,Rating,Release,Follows,Online,Peak,Genre
Cyber Knights: Flashpoint,$22.49,89.30%,Jun 2025,"21,980",116,"1,176",Turn-Based-Strategy
Out Of Hands,$17.99,89.25%,Apr 2025,"5,354",1,"1,387",Turn-Based-Strategy
Crown Gambit,$17.99,89.25%,Jun 2025,"2,269",5,87,Turn-Based-Strategy
Mecha Simultactics AlphaDemo,Free,89.24%,Sep 2024,—,7,106,Turn-Based-Strategy
梦魇：无归 Nightmare without return,$6.99,89.22%,Sep 2022,"1,215",0,300,Turn-Based-Strategy
Slayaway Camp,$8.99,89.20%,Oct 2016,"3,424",1,186,Turn-Based-Strategy
Sid Meier's Civilization V: Brave New WorldDLC,$29.99,89.20%,Jul 2013,—,—,—,Turn-Based-Strategy
Showgunners,$29.99,89.19%,May 2023,"11,586",3,533,Turn-Based-Strategy
Child of Light,$4.49,89.18%,Apr 2014,"49,546",12,"2,696",Turn-Based-Strategy
Divinity: Original Sin (Classic),—,89.17%,Jun 2014,"79,582",19,"22,040",Turn-Based-Strategy
Dawnfolk,$14.99,89.12%,Feb 2025,"6,368",3,270,Turn-Based-Strategy
Chess for idiots,Free,89.12%,Feb 2024,"2,853",11,125,Turn-Based-Strategy
神树残响（Echoes of the Divine Tree）,$11.99,89.04%,Mar 2025,"1,879",10,457,Turn-Based-Strategy
Fuga: Melodies of Steel 2,$39.99,89.03%,May 2023,"5,571",4,146,Turn-Based-Strategy
Siralim 3,$14.99,89.03%,Oct 2018,"2,799",0,193,Turn-Based-Strategy
Total War: EMPIRE – Definitive Edition,$24.99,89.00%,Mar 2009,"53,720","3,067","27,559",Turn-Based-Strategy
Choice of Life: Middle Ages 2,$6.99,89.00%,Sep 2022,"1,479",1,261,Turn-Based-Strategy
"Warhammer 40,000: Mechanicus",$29.99,88.98%,Nov 2018,"47,433",176,"2,748",Turn-Based-Strategy
Ukraine Defense Force Tactics,—,88.97%,Jun 2022,454,0,40,Turn-Based-Strategy
Aethermancer DemoDemo,Free,88.93%,Feb 2025,—,37,"1,308",Turn-Based-Strategy
Romance of the Three Kingdoms XI with Power Up Kit,$39.99,88.91%,Jan 2018,"16,823",395,"1,987",Turn-Based-Strategy
Sumerian Six,$29.99,88.91%,Sep 2024,"8,324",7,269,Turn-Based-Strategy
Escape Dungeon 2,$7.19,88.85%,Jan 2022,"21,437",6,868,Turn-Based-Strategy
Nordhold: Origins,—,88.85%,Aug 2024,"2,068",2,694,Turn-Based-Strategy
Cauldron,$14.99,88.83%,May 2025,"4,952",267,"3,881",Turn-Based-Strategy
Heroes of the Three Kingdoms 2,$0.99,88.80%,Nov 2020,"1,824",214,"1,026",Turn-Based-Strategy
Sid Meier's Civilization® IV,$19.99,88.76%,Oct 2005,"9,794",713,"2,314",Turn-Based-Strategy
Approaching Infinity,$17.99,88.73%,Apr 2025,"4,153",17,68,Turn-Based-Strategy
Touhou: Lost Branch of Legend,$29.99,88.72%,Aug 2022,"6,624",62,511,Turn-Based-Strategy
Puzzline,$3.99,88.70%,Nov 2022,773,10,235,Turn-Based-Strategy
HyperRogue,$9.99,88.67%,Jan 2015,"1,338",4,53,Turn-Based-Strategy
Slipways,$16.99,88.66%,Jun 2021,"11,882",13,"1,012",Turn-Based-Strategy
Shotgun King: The Final Checkmate,$9.99,88.65%,May 2022,"17,017",57,769,Turn-Based-Strategy
Heroes of Might & Magic V: Tribes of the East,$2.49,88.65%,Oct 2007,"5,814",443,737,Turn-Based-Strategy
DUSK '82: ULTIMATE EDITION,$6.99,88.65%,Oct 2021,"1,768",1,60,Turn-Based-Strategy
Utawarerumono: Prelude to the Fallen,$35.99,88.63%,Jan 2021,"9,880",10,344,Turn-Based-Strategy
Medieval II: Total War™ KingdomsConfig,$24.99,88.61%,Aug 2007,—,0,"1,728",Turn-Based-Strategy
Metaphor: ReFantazio,$34.99,88.57%,Oct 2024,"98,365","1,564","85,961",Turn-Based-Strategy
Sunrider: Mask of Arcadius,Free,88.50%,Jul 2014,"14,764",5,"1,024",Turn-Based-Strategy
Timeflow – Life Sim,$7.49,88.48%,Jan 2019,"2,717",16,646,Turn-Based-Strategy
Astrea: Six-Sided Oracles,$24.99,88.34%,Sep 2023,"17,843",17,"3,900",Turn-Based-Strategy
Mutant Year Zero: Road to Eden,$34.99,88.32%,Dec 2018,"94,663",41,"4,067",Turn-Based-Strategy
"Invisible, Inc.",$4.99,88.31%,May 2015,"50,513",39,"2,401",Turn-Based-Strategy
Heart of the Machine,$19.49,88.29%,Jan 2025,"20,844",45,961,Turn-Based-Strategy
No Time to Relax,$13.99,88.27%,Feb 2019,"8,236",44,"1,649",Turn-Based-Strategy
Age of History II,$4.99,88.26%,Nov 2018,"56,429","1,201","2,901",Turn-Based-Strategy
Crystal Project,$13.99,88.25%,Mar 2022,"10,987",52,825,Turn-Based-Strategy
Tinyfolks,$3.99,88.23%,Jun 2022,"3,441",2,436,Turn-Based-Strategy
Voidspire Tactics,$14.99,88.22%,Nov 2015,"1,499",1,22,Turn-Based-Strategy
VenusBlood HOLLOW International,$44.99,88.20%,Jan 2022,"4,620",6,343,Turn-Based-Strategy
Fuga: Melodies of Steel,$39.99,88.19%,Jul 2021,"11,891",9,415,Turn-Based-Strategy
