Name,Price,Rating,Release,Follows,Online,Peak,Genre
Sucker for Love: Date to Die For,$12.99,89.41%,Apr 2024,"8,766",0,491,Dating-Sim
Trap Shrine,$9.99,89.40%,Mar 2019,"7,561",0,184,Dating-Sim
Come Home,Free,89.38%,Oct 2021,"13,496",134,778,Dating-Sim
Crystalline,$19.99,89.38%,Aug 2018,"10,381",1,109,Dating-Sim
Kanon,$29.99,89.38%,Jun 2024,"2,906",6,60,Dating-Sim
"I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator",Free,89.35%,Sep 2019,"14,642",2,"4,372",Dating-Sim
Zup! Zero,$1.99,89.34%,Apr 2017,"1,268",1,301,Dating-Sim
家有大貓 Nekojishi,Free,89.29%,Nov 2017,"19,348",6,451,Dating-Sim
ERROR143,Free,89.28%,Jul 2022,"12,817",19,494,Dating-Sim
Hush Hush - Only Your Love Can Save Them,$19.99,89.25%,Apr 2023,"13,259",13,512,Dating-Sim
Winds of Change,$19.99,89.25%,Aug 2019,"3,717",0,92,Dating-Sim
Clover Day's Plus,$34.99,89.25%,Aug 2023,"3,353",12,186,Dating-Sim
taking my Dark Knight Girlfriend to the corner store,Free,89.20%,Sep 2025,323,1,8,Dating-Sim
Love Sucks: Night One,Free,89.16%,Apr 2021,"5,055",4,144,Dating-Sim
Tailor Tales,Free,89.15%,Jan 2019,"3,174",9,238,Dating-Sim
Game of Fate 2 : A Century's Promise DemoDemo,Free,89.15%,Dec 2024,—,0,205,Dating-Sim
ghostpia Season One,$19.99,89.12%,Aug 2023,"3,406",0,32,Dating-Sim
Race of Life - Act 1,$9.09,89.09%,Jan 2025,"8,617",52,483,Dating-Sim
Grey Instinct,Free,89.09%,Jul 2021,"4,691",1,62,Dating-Sim
1 to 1 humanoid edible toys,$7.99,89.09%,Aug 2024,"3,765",2,697,Dating-Sim
Mosaique Neko Waifus 5,$5.99,89.00%,Oct 2022,"5,334",3,138,Dating-Sim
Dreamin' Her - 僕は、彼女の夢を見る。-,$24.99,89.00%,Apr 2022,"1,539",0,54,Dating-Sim
"The Thief, the Witch, the Toad, and the Mushroom.",Free,89.00%,Mar 2024,185,0,5,Dating-Sim
Garage: Bad Dream Adventure,$19.90,88.98%,Jul 2022,"4,736",0,98,Dating-Sim
Prince of Suburbia - Part 1,Free,88.97%,Dec 2023,"20,453",67,901,Dating-Sim
Dōkyūsei: Bangin' Summer,$7.99,88.97%,Apr 2022,"12,876",4,"1,325",Dating-Sim
Stardom 3,$12.99,88.97%,Mar 2022,"4,168",29,"2,191",Dating-Sim
Hatsuyuki Sakura,$29.99,88.96%,Dec 2024,"2,350",2,264,Dating-Sim
If My Heart Had Wings,$14.99,88.95%,Jun 2013,"27,010",6,239,Dating-Sim
Rune Factory 3 Special,$13.99,88.90%,Sep 2023,"8,600",37,362,Dating-Sim
心动恋旅：樱花篇,$5.99,88.89%,Aug 2025,"1,362",1,273,Dating-Sim
Analogue: A Hate Story,$9.99,88.88%,Apr 2012,"5,199",0,285,Dating-Sim
Pocket Waifu: Desktop Pet,Free,88.85%,Aug 2024,"3,219",496,"2,852",Dating-Sim
Speed Dating for Ghosts,$6.99,88.83%,Feb 2018,"1,388",0,66,Dating-Sim
Realm of Ink,$16.99,88.82%,Sep 2024,"20,926",16,"5,395",Dating-Sim
WHITE ALBUM: Memories like Falling Snow,$12.49,88.81%,Aug 2023,"6,766",8,159,Dating-Sim
My Vow to My Liege,$9.99,88.80%,Sep 2020,"8,085",0,684,Dating-Sim
Lovers of Aether,Free,88.79%,Apr 2019,"3,156",0,651,Dating-Sim
Such a guy,$12.99,88.79%,Oct 2025,969,7,306,Dating-Sim
NekoMiko,$9.99,88.76%,Jan 2019,"4,569",0,33,Dating-Sim
노베나 디아볼로스,$18.99,88.76%,Apr 2020,"1,950",0,540,Dating-Sim
Princess Maker 2 Refine,$19.99,88.74%,Sep 2016,"7,873",10,245,Dating-Sim
Bewitching Sinners,$17.99,88.74%,May 2024,"2,297",5,80,Dating-Sim
College Kings - The Complete Season,Free,88.72%,Mar 2021,"24,849",65,"2,116",Dating-Sim
Amnesia™: Memories,$9.99,88.71%,Aug 2015,"12,630",31,558,Dating-Sim
Trap Legend,$9.99,88.71%,Jul 2020,"3,959",1,97,Dating-Sim
Haruka Ao no Hanayome ni,$29.99,88.70%,Aug 2024,"1,372",0,96,Dating-Sim
Furry Shades of Gay 2: A Shade Gayer,$9.99,88.68%,Dec 2021,"2,516",4,105,Dating-Sim
AMANATSU ~Perfect Edition~,$11.99,88.67%,May 2024,"2,979",5,124,Dating-Sim
HuniePop 2: Double Date,$19.99,88.66%,Feb 2021,"23,246",58,"15,388",Dating-Sim
Dream Daddy: A Dad Dating Simulator,$14.99,88.65%,Jul 2017,"42,666",13,"14,471",Dating-Sim
Steps of Debauchery,$14.99,88.63%,Feb 2024,"17,229",107,"1,351",Dating-Sim
Wings of Seduction: Bust 'em out!,$8.44,88.62%,Jul 2024,"6,982",21,"1,336",Dating-Sim
My Furry Protogen 2 🐾,$2.49,88.61%,Jan 2024,"1,474",0,836,Dating-Sim
Hakuoki: Kyoto Winds,$9.99,88.60%,Aug 2017,"5,383",27,300,Dating-Sim
Life After Magic,Free,88.60%,Mar 2023,639,2,22,Dating-Sim
Emily is Away <3,$9.99,88.58%,Apr 2021,"10,011",10,882,Dating-Sim
Changeling Tale,$19.99,88.57%,Dec 2023,"3,514",2,129,Dating-Sim
Cabin Fever,$9.99,88.56%,Jul 2021,"2,515",0,70,Dating-Sim
Slay the Princess - Supporters PackDLC,$9.99,88.55%,Oct 2023,—,—,—,Dating-Sim
Crimson Gray,$9.99,88.53%,Jul 2017,"1,650",0,157,Dating-Sim
A Kiss For The Petals - Remembering How We Met,$5.19,88.49%,Sep 2015,"12,352",2,291,Dating-Sim
Cooking Companions,$14.99,88.48%,Oct 2021,"3,159",1,82,Dating-Sim
The Divine Speaker,$29.99,88.46%,Mar 2022,"2,343",0,133,Dating-Sim
Chair F*cking Simulator,$1.99,88.42%,Jul 2020,"1,535",0,16,Dating-Sim
Why do you love me?,$0.99,88.41%,Feb 2024,211,0,7,Dating-Sim
妹居物语 DemoDemo,Free,88.41%,Oct 2025,—,28,328,Dating-Sim
Summer's Gone - Season 1,$14.99,88.40%,May 2024,"6,624",13,372,Dating-Sim
Projekt: Passion - Season 2,$11.99,88.39%,Apr 2025,"9,723",24,755,Dating-Sim
Rail of Möbius,$12.99,88.37%,Aug 2021,"1,859",1,42,Dating-Sim
"Don't FOOL ME, Beauties! DemoDemo",Free,88.33%,May 2025,—,3,36,Dating-Sim
