Name,Price,Rating,Release,Follows,Online,Peak,Genre
SENRAN KAGURA ESTIVAL VERSUS,$8.99,91.03%,Mar 2017,"62,703",11,"1,088",JRPG
SENRAN KAGURA SHINOVI VERSUS,$7.99,91.01%,Jun 2016,"47,393",11,"1,048",JRPG
Bahamut2-dragon's bride,$9.99,91.00%,Sep 2021,965,3,232,JRPG
The Aquarium does not dance,Free,90.98%,Feb 2024,"2,406",6,739,JRPG
Meltys Quest,$19.99,90.87%,Oct 2017,"18,930",7,463,JRPG
FINAL FANTASY VII,$4.79,90.84%,Jul 2013,"55,346",508,"6,424",JRPG
Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,$34.99,90.84%,Mar 2025,"28,372",125,"4,952",JRPG
The Testing Chamber,$4.99,90.79%,Mar 2022,398,0,23,JRPG
The Silent Kingdom,$17.99,90.78%,Feb 2025,"4,373",3,53,JRPG
Summer Memories,$4.99,90.77%,Jun 2020,"103,991",347,"5,051",JRPG
Word Game,$34.99,90.71%,Jan 2022,"20,855",3,"4,105",JRPG
Clair Obscur: Expedition 33 – Deluxe Edition UpgradeDLC,$10.99,90.68%,Apr 2025,—,—,—,JRPG
Elin,$19.99,90.67%,Nov 2024,"64,117","1,079","18,239",JRPG
Private Dorm Manager,$10.99,90.67%,Dec 2023,"38,157",42,"3,914",JRPG
CrossCode,$19.99,90.64%,Sep 2018,"76,113",102,"3,429",JRPG
There is No GreenDam,Free,90.60%,Nov 2019,"4,353",2,41,JRPG
DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,$19.99,90.54%,Dec 2020,"48,542",678,"4,813",JRPG
Fantasy Maiden Wars - DREAM OF THE STRAY DREAMER -,$34.99,90.54%,Oct 2025,"3,122",101,558,JRPG
RPG Maker VX AceApplication,$6.99,90.50%,Dec 2012,"27,698",214,"4,196",JRPG
One Way Heroics,$3.49,90.46%,Feb 2014,"11,960",6,775,JRPG
Kaori After Story,$9.99,90.42%,Dec 2018,"2,142",0,123,JRPG
Hyperdimension Neptunia Re;Birth3 V Generation,$14.99,90.41%,Oct 2015,"36,137",5,"1,008",JRPG
Megadimension Neptunia VII,$19.99,90.30%,Jul 2016,"28,280",5,"1,161",JRPG
Nyakori's Rabbit Doll,$2.99,90.19%,Feb 2020,"3,737",1,95,JRPG
STAR OCEAN THE SECOND STORY R,$24.99,90.17%,Nov 2023,"26,425",106,"8,028",JRPG
Shin Megami Tensei V: Vengeance,$23.99,90.16%,Jun 2024,"41,338",684,"21,749",JRPG
Ann,Free,90.14%,Aug 2021,"3,749",1,182,JRPG
Attack on Titan 2 - A.O.T.2,$39.99,90.11%,Apr 2023,"43,613",73,"1,385",JRPG
Yakuza 6: The Song of Life,$19.99,90.11%,Mar 2021,"16,996",94,"1,635",JRPG
ACE Academy,$19.99,90.11%,Aug 2016,"8,275",3,132,JRPG
The Legend of Heroes: Trails in the Sky the 3rd,$22.49,90.08%,May 2017,"12,539",64,886,JRPG
Ambrosia,$8.99,90.07%,Jan 2021,"16,019",24,904,JRPG
狂想！夏日盛宴,$6.99,90.07%,Nov 2025,252,0,173,JRPG
Romancing SaGa 2: Revenge of the Seven,$29.99,90.06%,Oct 2024,"23,717",247,"16,429",JRPG
Atelier Sophie 2: The Alchemist of the Mysterious Dream,$29.99,89.95%,Feb 2022,"20,547",26,"3,622",JRPG
Ys IX: Monstrum Nox,$59.99,89.90%,Jul 2021,"15,138",29,"1,365",JRPG
网瘾少年2005 Internet addicted youth 2005,$1.99,89.88%,Oct 2023,461,0,18,JRPG
Bakahazard 1+2,$3.99,89.88%,Oct 2024,279,1,124,JRPG
Ara Fell: Enhanced Edition,$14.99,89.85%,Jun 2016,"13,030",6,226,JRPG
FALL IN LABYRINTH,$19.99,89.72%,Apr 2021,"4,956",5,473,JRPG
打工吧！天使酱 ~天使在魔界的劳改生活~,Free,89.72%,Jul 2022,"1,417",0,87,JRPG
INAZUMA ELEVEN: Victory Road,$69.99,89.69%,Nov 2025,"35,513","22,273","52,795",JRPG
Heavy Spoilers RPG: The true identity of the final enemy is the hero's father,Free,89.67%,Jun 2025,268,2,132,JRPG
Demons Roots,$12.99,89.66%,Jan 2023,"7,962",17,612,JRPG
The Legend of Heroes: Trails of Cold Steel II,$19.99,89.55%,Feb 2018,"20,473",91,"1,689",JRPG
MECHANICA: A Ballad of the Rabbit and Mercury,$19.99,89.55%,Sep 2021,"6,853",0,138,JRPG
START AGAIN: a prologue,$10.99,89.55%,Aug 2021,"1,674",1,65,JRPG
他人世界末 On-looker,$8.99,89.50%,Jul 2020,"5,024",0,233,JRPG
DRAGON QUEST BUILDERS™ 2,$24.99,89.49%,Dec 2019,"45,217",259,"3,358",JRPG
Fate/EXTELLA LINK,$14.99,89.49%,Mar 2019,"41,030",20,"3,118",JRPG
From Frontier,$15.99,89.48%,Jul 2020,"2,388",1,35,JRPG
Shin chan: Shiro and the Coal Town,$29.99,89.47%,Oct 2024,"9,640",6,347,JRPG
Ys: The Oath in Felghana,$4.49,89.47%,Mar 2012,"9,096",9,438,JRPG
Okami HD,$9.99,89.45%,Dec 2017,"77,803",85,"2,136",JRPG
Monster Girl's Labyrinth,$2.99,89.43%,Nov 2021,"1,236",0,7,JRPG
子夜之章:历史的终局～MidNights of Desperado～,$2.09,89.42%,Mar 2021,"1,021",0,23,JRPG
Midnight Ramen,$11.99,89.41%,Jul 2024,"1,415",2,100,JRPG
Ys Origin,$4.99,89.39%,May 2012,"16,143",27,"1,162",JRPG
Crystalline,$19.99,89.38%,Aug 2018,"10,381",1,109,JRPG
RPG Maker XPApplication,$2.49,89.35%,Sep 2005,"9,983",332,"1,481",JRPG
Touhou Hero of Ice Fairy Prologue - Supporter packDLC,$1.99,89.35%,Dec 2021,—,—,—,JRPG
FANTASY LIFE i: The Girl Who Steals Time,$59.99,89.28%,May 2025,"68,699",334,"65,389",JRPG
Learn Japanese RPG: Hiragana Forbidden Speech,$19.99,89.28%,Dec 2023,"3,793",4,16,JRPG
FINAL FANTASY III,$11.69,89.25%,Jul 2021,"7,277",55,"1,806",JRPG
Nocturne: Prelude,Free,89.24%,Mar 2020,"1,127",0,33,JRPG
Tales of Berseria™,$49.99,89.22%,Jan 2017,"112,453",116,"8,085",JRPG
梦魇：无归 Nightmare without return,$6.99,89.22%,Sep 2022,"1,215",0,300,JRPG
Kingdoms of the Dump,$19.99,89.21%,Nov 2025,"7,034",264,461,JRPG
Like a Dragon: Infinite Wealth,$69.99,89.15%,Jan 2024,"50,109",746,"46,161",JRPG
Mr. Saitou,$11.99,89.09%,Mar 2023,"3,821",0,61,JRPG
Fuga: Melodies of Steel 2,$39.99,89.03%,May 2023,"5,571",3,146,JRPG
Monster Sanctuary,$19.99,88.98%,Dec 2020,"48,300",88,"1,397",JRPG
Potato Flowers in Full Bloom,$17.99,88.93%,Mar 2022,"3,846",2,272,JRPG
黑色花与红山羊 / Black Datura & Red Goat,$7.99,88.93%,Aug 2020,"1,513",0,41,JRPG
Welcome to Elderfield Alpha DemoDemo,Free,88.92%,Oct 2024,—,3,90,JRPG
Rune Factory 3 Special,$13.99,88.90%,Sep 2023,"8,600",37,362,JRPG
Trainee Death Simulator,$5.99,88.89%,Nov 2024,"7,704",3,"2,912",JRPG
Escape Dungeon 2,$7.19,88.85%,Jan 2022,"21,437",10,868,JRPG
The Legend of Heroes: Trails into Reverie,$59.99,88.85%,Jul 2023,"10,656",60,"2,286",JRPG
Princess Maker 2 Refine,$19.99,88.74%,Sep 2016,"7,873",10,245,JRPG
A Random Maze 某个迷宫,Free,88.73%,Mar 2021,"1,806",0,55,JRPG
White Mourning: Museum In Pale,Free,88.73%,Dec 2022,534,0,33,JRPG
Touhou: Lost Branch of Legend,$29.99,88.72%,Aug 2022,"6,624",65,511,JRPG
Purgatory -NARAKU-,$2.99,88.66%,Jun 2024,743,1,28,JRPG
Touhou Genso Wanderer -Reloaded-,$34.99,88.64%,Oct 2018,"19,405",14,"1,183",JRPG
Elise the Devil,—,88.64%,Nov 2017,"8,624",2,727,JRPG
Utawarerumono: Prelude to the Fallen,$35.99,88.63%,Jan 2021,"9,880",10,344,JRPG
Scarmonde,$13.99,88.63%,Oct 2024,895,3,37,JRPG
Bear's Restaurant,$12.99,88.59%,Oct 2021,"1,830",0,24,JRPG
Metaphor: ReFantazio,$34.99,88.57%,Oct 2024,"98,365","1,555","85,961",JRPG
Plushie from the Sky,$11.99,88.54%,May 2024,"2,604",0,46,JRPG
WhiteLily 2：梦醒少女,$4.99,88.52%,Nov 2020,"1,130",0,65,JRPG
Trials of Mana,$19.99,88.49%,Apr 2020,"47,880",47,"11,998",JRPG
WitchSpring3 Re:Fine - The Story of Eirudy -,$11.99,88.44%,Nov 2021,"10,346",4,256,JRPG
FINAL FANTASY VI,$11.69,88.35%,Feb 2022,"19,939",166,"4,556",JRPG
Hyperdimension Neptunia Re;Birth2: Sisters Generation,$14.99,88.31%,May 2015,"23,484",8,"1,285",JRPG
Granblue Fantasy: Relink,$35.99,88.26%,Feb 2024,"148,769",379,"114,054",JRPG
Crystal Project,$13.99,88.25%,Mar 2022,"10,987",48,825,JRPG
Yakuza 4 Remastered,$19.99,88.24%,Jan 2021,"7,386",88,913,JRPG
Quartet,$19.99,88.20%,Aug 2025,"5,416",9,213,JRPG
Fuga: Melodies of Steel,$39.99,88.19%,Jul 2021,"11,891",11,415,JRPG
