Name,Price,Rating,Release,Follows,Online,Peak,Genre
Preserve,$12.49,87.30%,May 2025,"7,465",13,336,City-Builder
Cafe Master Story,$5.84,87.14%,Oct 2023,"1,331",5,308,City-Builder
City Game Studio: Your Game Dev Adventure Begins,$19.99,87.09%,Aug 2021,"7,844",21,644,City-Builder
Against the Storm - Supporter PackDLC,$7.99,87.00%,Dec 2023,—,—,—,City-Builder
Deisim,$14.99,86.99%,Sep 2022,"4,564",3,37,City-Builder
Planet Coaster - Quick Draw Interactive Shooting RideDLC,Free,86.97%,Jun 2019,—,—,—,City-Builder
Reus 2 - Ice AgeDLC,$6.39,86.96%,Jan 2025,—,—,—,City-Builder
Nortopia DemoDemo,Free,86.78%,Oct 2024,—,0,920,City-Builder
Sid Meier's Civilization® III Complete,$4.99,86.76%,Oct 2001,"9,565","1,753","4,600",City-Builder
URBO,$5.99,86.75%,Sep 2023,"3,149",4,640,City-Builder
Cataclismo,$17.99,86.73%,Mar 2025,"66,662",90,"3,152",City-Builder
Atelier Resleriana: The Red Alchemist & the White Guardian,$59.99,86.69%,Sep 2025,"7,442",52,"2,636",City-Builder
RollerCoaster Tycoon® 2: Triple Thrill Pack,$2.49,86.59%,Oct 2002,"11,903",169,833,City-Builder
Mega Mall Story,$8.99,86.59%,Jul 2022,859,0,363,City-Builder
Medieval Businessman,Free,86.58%,Jun 2024,15,0,18,City-Builder
Modulus DemoDemo,Free,86.57%,Apr 2025,—,5,454,City-Builder
Frostpunk Original SoundtrackMusic,$4.99,86.51%,Oct 2018,—,0,1,City-Builder
Deck of Haunts DemoDemo,Free,86.47%,Dec 2024,—,0,146,City-Builder
Majesty Gold HD,$9.99,86.45%,Mar 2001,"3,823",3,132,City-Builder
Factory Town Idle,$1.99,86.41%,Jan 2024,"2,747",62,"2,650",City-Builder
Craft The World,$18.99,86.37%,Nov 2014,"110,307",362,"3,283",City-Builder
Game Dev Story,$8.99,86.34%,Mar 2022,"4,517",5,588,City-Builder
Super Fantasy Kingdom,$14.99,86.31%,Oct 2025,"33,401","1,654","12,672",City-Builder
Project Hospital,$24.99,86.25%,Oct 2018,"68,051",450,"2,673",City-Builder
Can't Live Without Electricity,$4.99,86.23%,Apr 2023,521,2,163,City-Builder
Gnomes DemoDemo,Free,86.18%,Nov 2024,—,0,151,City-Builder
Farlanders,$14.99,86.17%,Jan 2023,"6,752",1,251,City-Builder
Let's Build a Zoo,$19.99,86.10%,Nov 2021,"22,692",82,"1,645",City-Builder
STARIO: Haven Tower,$12.59,86.07%,Sep 2025,"5,064",18,412,City-Builder
Shanshui Haven,$7.78,86.00%,Jul 2024,263,1,5,City-Builder
Island Cities - Jigsaw Puzzle,$1.99,85.99%,Aug 2022,415,1,36,City-Builder
Stronghold 2: Steam Edition,$14.99,85.94%,—,"7,048",190,882,City-Builder
Jurassic World Evolution,$11.24,85.93%,Jun 2018,"229,921",335,"60,296",City-Builder
Anno 1404,—,85.93%,Jun 2009,"6,983",75,"1,070",City-Builder
Heroic Songs: the Remix!,$16.99,85.88%,Oct 2025,428,0,28,City-Builder
Urbek City Builder,$18.99,85.86%,Jul 2022,"18,652",38,665,City-Builder
Tropico 6,$39.99,85.82%,Mar 2019,"117,432",832,"15,294",City-Builder
The Sushi Spinnery,$8.99,85.77%,May 2022,"1,842",6,227,City-Builder
River Towns,$14.99,85.72%,Mar 2025,"2,405",0,111,City-Builder
Tropico 3: Absolute Power,$9.99,85.71%,May 2010,309,5,"1,947",City-Builder
Sebil Engineering,$11.99,85.66%,Nov 2023,419,0,14,City-Builder
TerraScape,$8.99,85.65%,Jul 2024,"20,953",34,"1,627",City-Builder
NIMBY Rails,$18.99,85.56%,Jan 2021,"14,444",256,834,City-Builder
Rail Route,$24.99,85.52%,Feb 2024,"21,005",138,"1,052",City-Builder
Pocket Academy 3,$8.99,85.45%,Jul 2023,"1,142",3,164,City-Builder
Station to Station,$7.19,85.43%,Oct 2023,"17,932",27,432,City-Builder
Fill Up The Hole,$2.99,85.43%,Jul 2025,"2,066",39,"1,246",City-Builder
Ratropolis,$17.99,85.40%,Dec 2020,"23,325",28,"1,470",City-Builder
Tropical Resort Story,$8.99,85.38%,Apr 2023,"1,116",3,151,City-Builder
Cities: Skylines - Pearls From the EastDLC,Free,85.36%,Mar 2017,—,—,—,City-Builder
Rise to Ruins,$14.99,85.33%,Oct 2019,"51,689",29,"1,469",City-Builder
Bunny Park,$4.99,85.26%,Jan 2020,"1,592",1,36,City-Builder
Convenience Stories,$8.99,85.25%,Jun 2023,"1,431",4,271,City-Builder
Mall Simulator: Prologue,Free,85.25%,Jul 2025,"1,169",266,348,City-Builder
Oxygen: First Breath,Free,85.23%,Oct 2022,"6,045",4,968,City-Builder
Nordhold,$19.99,85.21%,Mar 2025,"17,040",288,"5,447",City-Builder
Tropico 3,$9.99,85.20%,Oct 2009,"4,212",12,"5,784",City-Builder
HistoriCity: Florence DemoDemo,Free,85.20%,Jun 2024,—,0,41,City-Builder
Farlanders: Prologue,Free,85.15%,May 2021,"1,478",0,191,City-Builder
Terra Nil,$9.99,85.11%,Mar 2023,"81,700",234,"5,916",City-Builder
Sid Meier’s Civilization® VI,$59.99,85.06%,Oct 2016,"801,455","28,140","162,657",City-Builder
