Name,Price,Rating,Release,Follows,Online,Peak,Genre
STAR WARS™: The Old Republic™,Free,88.22%,Dec 2011,"255,755","4,614","34,210",Action-RPG
Alien Shooter 2: Reloaded,$4.99,88.22%,Mar 2009,"3,826",11,"1,444",Action-RPG
Halls of Torment: Prelude,Free,88.21%,Mar 2023,"1,458",5,"1,080",Action-RPG
The Elder Scrolls V: Skyrim - DragonbornDLC,$19.99,88.21%,Feb 2013,—,—,—,Action-RPG
Nobody Saves the World,$24.99,88.20%,Jan 2022,"40,180",32,"3,517",Action-RPG
Himno,Free,88.18%,Apr 2019,"16,995",0,320,Action-RPG
Brigand: Oaxaca,$8.99,88.16%,Jul 2017,"2,166",0,22,Action-RPG
RPG Maker MVApplication,$11.99,88.15%,Oct 2015,"99,821",737,"2,486",Action-RPG
Dungeon Keeper™ 2,$2.49,88.11%,Mar 2024,"3,054",82,930,Action-RPG
RAIDOU Remastered: The Mystery of the Soulless Army,$34.99,88.08%,Jun 2025,"12,889",86,"3,544",Action-RPG
Hyperdimension Neptunia U: Action Unleashed,$14.99,88.04%,Mar 2016,"23,585",1,"1,249",Action-RPG
Path of Exile,Free,88.03%,Oct 2013,"272,710","50,855","229,337",Action-RPG
Little Noah: Scion of Paradise,$14.99,88.00%,Jun 2022,"11,348",5,"1,478",Action-RPG
Torchlight,$2.99,87.96%,Oct 2009,"12,577",51,"6,217",Action-RPG
Avorion,$24.99,87.90%,Mar 2020,"118,507",579,"4,533",Action-RPG
Fate/Samurai Remnant,$39.99,87.90%,Sep 2023,"52,371",23,"9,335",Action-RPG
Supreme Kung Fu,Free,87.90%,Nov 2024,101,4,"2,423",Action-RPG
嗜血印 Bloody Spell,$24.99,87.88%,Jan 2022,"167,028",12,"7,267",Action-RPG
Boyfriend Dungeon,$19.99,87.88%,Aug 2021,"12,657",2,"1,087",Action-RPG
DRAGON BALL XENOVERSE,$39.99,87.87%,Feb 2015,"97,061",74,"22,850",Action-RPG
Heroines of Swords & Spells,Free,87.86%,Mar 2020,"1,215",4,63,Action-RPG
Vampire Survivors: Emergency MeetingDLC,$2.49,87.83%,Dec 2023,—,—,—,Action-RPG
Assassin's Creed® Odyssey,$59.99,87.80%,Oct 2018,"337,823","3,334","62,069",Action-RPG
The Witcher: Enhanced Edition Director's Cut,$9.99,87.72%,Sep 2008,"71,993",804,"12,685",Action-RPG
Touhou: Scarlet Curiosity,$4.49,87.68%,Jul 2018,"11,466",2,164,Action-RPG
Neverwinter Nights: Enhanced Edition,$19.99,87.60%,Mar 2018,"43,295",834,"2,410",Action-RPG
Dark Hunting Ground,$12.99,87.60%,Sep 2025,"2,463",27,"1,489",Action-RPG
Middle-earth™: Shadow of War™,$4.99,87.59%,Oct 2017,"314,463","2,726","68,183",Action-RPG
Trails in the Sky 1st Chapter,$59.99,87.55%,Sep 2025,"18,962",289,"4,874",Action-RPG
Borderlands 2,$4.99,87.50%,Sep 2012,"315,932","2,556","124,678",Action-RPG
Salt and Sanctuary,$17.99,87.43%,May 2016,"82,569",60,"2,430",Action-RPG
Monster Hunter: World,$29.99,87.33%,Aug 2018,"895,534","6,773","334,684",Action-RPG
Going Under,$19.99,87.32%,Sep 2020,"12,539",9,568,Action-RPG
Dread Delusion,$19.99,87.27%,May 2024,"28,845",38,"1,131",Action-RPG
FIGHT KNIGHT,$19.99,87.27%,Nov 2021,"7,118",1,300,Action-RPG
Ys: Memories of Celceta,$14.99,87.26%,Jul 2018,"8,394",9,263,Action-RPG
Ys VIII: Lacrimosa of DANA,$39.99,87.23%,Apr 2018,"31,611",51,607,Action-RPG
Assassin’s Creed® IV Black Flag™,$39.99,87.14%,—,"149,476",895,"16,049",Action-RPG
Hell Maiden DemoDemo,Free,87.13%,Oct 2025,—,11,326,Action-RPG
NEO: The World Ends with You,$23.99,87.11%,Oct 2022,"9,884",24,258,Action-RPG
CRISIS CORE –FINAL FANTASY VII– REUNION,$19.99,87.03%,Dec 2022,"53,655",135,"9,648",Action-RPG
Fate Seeker II,$22.60,87.01%,Nov 2021,"32,658",14,"15,417",Action-RPG
Full Metal Furies,$19.99,86.98%,Jan 2018,"17,118",5,587,Action-RPG
Horizon Forbidden West™ Complete Edition,$35.99,86.97%,Mar 2024,"119,270","3,006","40,462",Action-RPG
Darksiders™,—,86.97%,Sep 2010,"16,634",18,"3,929",Action-RPG
KINGDOM HEARTS III + Re Mind (DLC),$29.99,86.97%,Jun 2024,"15,298",284,"1,274",Action-RPG
Dragon's Dogma: Dark Arisen,$4.79,86.95%,Jan 2016,"200,957",483,"27,368",Action-RPG
Goobies,$5.99,86.92%,Jul 2023,"2,698",21,"1,025",Action-RPG
Like a Dragon: Pirate Yakuza in Hawaii,$59.99,86.89%,Feb 2025,"34,473",196,"22,327",Action-RPG
Succubus Affection,$14.99,86.88%,Oct 2020,"9,824",10,287,Action-RPG
Kingdom Under Fire: The Crusaders,$19.99,86.87%,Feb 2020,"6,677",9,363,Action-RPG
Horizon Zero Dawn™ Complete Edition,$29.99,86.84%,Aug 2020,"263,203","1,141","56,557",Action-RPG
Hand of Fate,$19.99,86.84%,Feb 2015,"71,622",0,"2,178",Action-RPG
DARK SOULS™ II,$19.99,86.83%,Apr 2014,"123,637",271,"79,528",Action-RPG
Ruins Seeker,$11.99,86.83%,May 2020,"6,431",1,260,Action-RPG
