Name,Price,Rating,Release,Follows,Online,Peak,Genre
Town Keeper,$8.99,81.63%,Sep 2024,480,0,37,Colony-Sim
Roman Triumph: Survival City Builder,$24.99,81.59%,Sep 2025,"18,461",29,575,Colony-Sim
Territory: Farming and Warfare,$13.49,81.59%,Jan 2023,"4,961",8,262,Colony-Sim
Regions of Ruin: Runegate DemoDemo,Free,81.56%,Oct 2025,—,1,68,Colony-Sim
Pool Slide Story,$5.82,81.52%,Jul 2022,907,1,129,Colony-Sim
Castle Formers,$1.10,81.48%,Jul 2021,327,0,6,Colony-Sim
The Colonists,$24.99,81.37%,Oct 2018,"19,962",28,723,Colony-Sim
Colony 37,$2.99,81.29%,Sep 2025,338,0,37,Colony-Sim
Paragon Pioneers 2,$5.99,81.29%,Mar 2024,321,6,50,Colony-Sim
Rock the Islands,Free,81.18%,Jul 2024,187,68,343,Colony-Sim
Pioneers of Pagonia,$34.99,81.07%,Dec 2023,"77,774",215,"6,478",Colony-Sim
Outlive 25 DemoDemo,Free,81.07%,Oct 2025,—,3,83,Colony-Sim
Mini Settlers,$12.99,80.96%,May 2025,"8,840",8,544,Colony-Sim
Life Below DemoDemo,Free,80.95%,Jun 2025,—,1,52,Colony-Sim
refarm,$3.99,80.91%,Nov 2024,728,1,171,Colony-Sim
Dream Park Story,$10.99,80.86%,Jun 2023,711,2,59,Colony-Sim
Goblin Camp,$19.99,80.84%,Sep 2024,"3,695",0,47,Colony-Sim
RimWorld - RoyaltyDLC,$16.99,80.75%,Feb 2020,—,—,—,Colony-Sim
Cellings,$7.99,80.66%,Dec 2021,190,0,4,Colony-Sim
Sapiens,$24.99,80.56%,Jul 2022,"41,645",48,"1,826",Colony-Sim
Galactic Conquest Battle Infinity,$9.99,80.54%,Jul 2024,165,0,4,Colony-Sim
Here Comes The Swarm - DemoDemo,Free,80.51%,Aug 2025,—,4,43,Colony-Sim
Cafeteria Nipponica,$8.99,80.50%,Jul 2022,"1,128",3,285,Colony-Sim
RimWorld - IdeologyDLC,$16.99,80.42%,Jul 2021,—,—,—,Colony-Sim
Odd Realm,$19.99,80.33%,Aug 2024,"14,016",4,245,Colony-Sim
Surviving Mars,—,80.32%,Mar 2018,"148,481",625,"23,744",Colony-Sim
Spellcaster University,$24.99,80.28%,Jun 2021,"37,318",57,"2,197",Colony-Sim
Cosmic Arcade Tycoon,$4.99,80.28%,Mar 2025,53,0,3,Colony-Sim
Phero DemoDemo,Free,80.28%,May 2025,—,0,5,Colony-Sim
Galaxy Pass Station,$2.99,80.22%,Sep 2023,"1,513",5,60,Colony-Sim
The Guild II Renaissance,$9.99,80.06%,Jul 2010,"14,426",59,"1,249",Colony-Sim
Becastled,$19.99,80.03%,Oct 2025,"51,777",117,"1,507",Colony-Sim
Of Life and Land,$24.99,80.03%,May 2025,"12,842",3,244,Colony-Sim
Reshaping Mars,$9.88,80.01%,Mar 2023,"8,387",4,642,Colony-Sim
Happy Sheepies,$12.99,79.96%,Jul 2024,"2,336",11,202,Colony-Sim
Surviving Ceres,$9.99,79.93%,May 2025,"1,653",3,125,Colony-Sim
Pixel Colony,$4.99,79.89%,Oct 2023,269,0,10,Colony-Sim
Against the Storm - NightwatchersDLC,$11.99,79.89%,Jul 2025,—,—,—,Colony-Sim
AColony,$19.99,79.86%,Jan 2023,"2,342",4,84,Colony-Sim
These Doomed Isles: The First God,—,79.83%,May 2023,"1,652",0,410,Colony-Sim
AUTARKIS,$4.99,79.83%,Sep 2025,549,0,8,Colony-Sim
Tinytown,$2.00,79.83%,Apr 2024,476,0,7,Colony-Sim
Another Brick in The Mall,$16.99,79.77%,Apr 2020,"24,142",19,910,Colony-Sim
Blacksmith Master,$13.99,79.73%,May 2025,"29,354",292,"3,715",Colony-Sim
Desktop Town,$6.99,79.71%,Nov 2025,104,0,8,Colony-Sim
Exodus Borealis,$19.99,79.68%,Nov 2021,"2,335",2,64,Colony-Sim
