Name,Price,Rating,Release,Follows,Online,Peak,Genre
Broken Sword - Shadow of the Templars: Reforged,$14.99,90.38%,Sep 2024,"8,207",68,539,Point-And-Click
Kathy Rain 2: Soothsayer,$19.99,90.37%,May 2025,"5,732",12,330,Point-And-Click
The Awesome Adventures of Captain Spirit,Free,90.35%,Jun 2018,"36,909",19,"8,739",Point-And-Click
Hero of the Kingdom,$7.99,90.34%,Dec 2012,"4,506",6,"1,003",Point-And-Click
Apprehending the Adventurer Chan! ~Live2D Tentacles Simulator~,$7.99,90.33%,Jun 2024,"7,457",9,309,Point-And-Click
Hidden Cats in Paris,$1.99,90.30%,Mar 2022,364,0,32,Point-And-Click
The Silent Age,$9.99,90.29%,May 2015,"16,144",1,458,Point-And-Click
Aurelia,$19.99,90.25%,Dec 2024,"27,518",39,"1,279",Point-And-Click
A Raven Monologue,Free,90.25%,Jan 2018,"4,896",0,70,Point-And-Click
The Last Door - Collector's Edition,$9.99,90.24%,May 2014,"7,153",4,232,Point-And-Click
Hero of the Kingdom II,$8.99,90.22%,Feb 2015,"4,315",2,776,Point-And-Click
Five Nights At Floppa,$2.99,90.20%,Feb 2022,"1,555",1,40,Point-And-Click
Betrayal At Club Low,$9.99,90.18%,Sep 2022,"1,249",0,52,Point-And-Click
100 hidden cats,$1.99,90.18%,Apr 2021,607,0,"6,021",Point-And-Click
Scarlet Hollow — Episode 1,—,90.16%,Sep 2020,"2,022",0,35,Point-And-Click
Samorost 3,$19.99,90.15%,Mar 2016,"40,753",17,468,Point-And-Click
Timelie,$17.99,90.11%,May 2020,"9,268",4,215,Point-And-Click
The Rise of the Golden Idol,$19.99,90.10%,Nov 2024,"10,024",82,"3,382",Point-And-Click
TSIOQUE,$13.99,90.09%,Nov 2018,"6,418",0,94,Point-And-Click
HABROMANIA DemoDemo,Free,90.09%,Oct 2025,—,25,954,Point-And-Click
Suzerain,$19.99,90.07%,Dec 2020,"22,967",199,"3,382",Point-And-Click
Zero Escape: The Nonary Games,$29.99,90.03%,Mar 2017,"18,656",61,960,Point-And-Click
100 Waiting Cats,Free,90.03%,Oct 2024,"1,090",5,499,Point-And-Click
Goodnight Universe,$19.99,90.01%,Nov 2025,"4,725",14,239,Point-And-Click
Treasure of Nadia,$14.99,89.97%,Feb 2022,"50,580",235,"1,699",Point-And-Click
IN HEAT: Lustful Nights,$14.99,89.94%,Jun 2024,"25,253",29,665,Point-And-Click
Bubble People,Free,89.94%,Oct 2021,"2,904",2,275,Point-And-Click
Zup! 6,$1.99,89.93%,Sep 2017,"1,188",0,791,Point-And-Click
At Dead Of Night,$15.99,89.92%,Nov 2020,"11,339",19,197,Point-And-Click
Tormentum - Dark Sorrow,$11.99,89.91%,Mar 2015,"18,174",0,129,Point-And-Click
Subsurface Circular,$5.99,89.89%,Aug 2017,"6,175",0,193,Point-And-Click
Beholder,$13.99,89.87%,Nov 2016,"86,280",282,"7,817",Point-And-Click
Passpartout 2: The Lost Artist,$24.99,89.84%,Apr 2023,"14,311",14,591,Point-And-Click
One Dreamer: Prologue,Free,89.83%,May 2020,"1,918",0,45,Point-And-Click
Cyber Manhunt 2: New World - The Hacking Simulator,$12.99,89.82%,Jan 2025,"11,989",30,"3,707",Point-And-Click
Cabernet,$19.99,89.82%,Feb 2025,"10,798",41,643,Point-And-Click
Death of the Reprobate,$12.99,89.82%,Nov 2024,"4,830",1,109,Point-And-Click
Sam & Max Hit the Road,$5.99,89.82%,Jan 1993,"2,856",3,41,Point-And-Click
Zup! 5,$1.99,89.82%,Jun 2017,"1,553",2,221,Point-And-Click
Little Misfortune,$19.99,89.77%,Sep 2019,"26,876",33,750,Point-And-Click
100 New Year Cats,Free,89.77%,Dec 2024,627,2,"9,918",Point-And-Click
The Bunny Graveyard,$6.99,89.76%,Sep 2023,"5,633",1,109,Point-And-Click
Hidden Through Time,$7.99,89.75%,Mar 2020,"8,393",9,296,Point-And-Click
Blackwell Convergence,$4.99,89.69%,Jan 2012,"1,349",0,102,Point-And-Click
Nightmares from the Deep 2: The Siren`s Call,—,89.68%,Jul 2013,"1,571",0,160,Point-And-Click
Mutazione,$7.99,89.67%,Sep 2019,"6,880",3,49,Point-And-Click
Critters for Sale,$9.99,89.67%,Jun 2021,"3,480",0,58,Point-And-Click
Ken Follett's The Pillars of the Earth,$1.99,89.63%,Aug 2017,"37,648",20,476,Point-And-Click
Technobabylon,$14.99,89.61%,May 2015,"5,610",3,159,Point-And-Click
Machinika: Museum,$7.99,89.61%,Mar 2021,"3,923",24,"5,343",Point-And-Click
Thimbleweed Park™,$19.99,89.58%,Mar 2017,"25,872",10,"2,733",Point-And-Click
Plantera 2: Golden Acorn,$1.99,89.58%,Apr 2023,"2,336",8,782,Point-And-Click
STASIS: BONE TOTEM,$19.99,89.57%,May 2023,"9,502",8,247,Point-And-Click
Boxes: Lost Fragments,$14.99,89.55%,Feb 2024,"8,201",29,512,Point-And-Click
THE BUTTON by Elendow,Free,89.54%,May 2023,532,6,699,Point-And-Click
A Little to the Left,$7.49,89.53%,Nov 2022,"51,118",536,"3,158",Point-And-Click
Winion Virus,$10.99,89.51%,Dec 2024,538,2,103,Point-And-Click
Shin chan: Shiro and the Coal Town,$29.99,89.47%,Oct 2024,"9,640",6,347,Point-And-Click
Batman: The Enemy Within - The Telltale Series,$5.24,89.43%,Aug 2017,"27,764",105,"2,029",Point-And-Click
Sucker for Love: Date to Die For,$12.99,89.41%,Apr 2024,"8,766",1,491,Point-And-Click
Lil' Guardsman,$7.99,89.40%,Jan 2024,"6,380",8,363,Point-And-Click
FRAMED Collection,$9.99,89.38%,May 2018,"5,235",1,461,Point-And-Click
Paradise Killer,$19.99,89.36%,Sep 2020,"12,997",10,291,Point-And-Click
Blackwell Deception,$9.99,89.36%,Jan 2012,"1,274",1,152,Point-And-Click
Hotel Sowls,$4.99,89.35%,Dec 2019,925,0,84,Point-And-Click
Mindlock - The Apartment,$14.99,89.34%,Nov 2024,"1,753",3,161,Point-And-Click
Zup! Zero,$1.99,89.34%,Apr 2017,"1,268",2,301,Point-And-Click
Monument Valley 2,$7.99,89.32%,Jul 2022,"6,166",8,137,Point-And-Click
Paradigm,$14.99,89.32%,Apr 2017,"4,992",0,188,Point-And-Click
