Name,Price,Rating,Release,Follows,Online,Peak,Genre
Different Strokes,Free,88.36%,Nov 2022,"1,545",11,156,Life-Sim
Natsu-Mon: 20th Century Summer Kid,$39.99,88.27%,Jun 2024,"2,620",2,58,Life-Sim
Swords 'n Magic and Stuff,$24.99,88.26%,Sep 2020,"9,382",6,547,Life-Sim
MakeRoom,$9.99,88.25%,Aug 2025,"9,329",66,464,Life-Sim
Fireside Feelings,$7.99,88.25%,Jun 2025,"1,100",1,62,Life-Sim
Behind Glass: Aquarium Simulator,$14.99,88.22%,Jan 2025,"2,085",8,47,Life-Sim
Chill Corner,Free,88.20%,Dec 2021,"17,633",41,866,Life-Sim
Not Monday Cafe,$8.99,88.20%,Jun 2025,"2,553",188,"1,233",Life-Sim
Stone Simulator – Just Be a Rock,$2.99,88.18%,Aug 2025,"1,626",61,380,Life-Sim
Puni the Florist DemoDemo,Free,88.11%,Jun 2025,—,0,66,Life-Sim
Cash Cleaner Simulator,$11.99,88.08%,May 2025,"13,174",965,"10,747",Life-Sim
Dynopunk: Welcome to Synth-City,Free,88.04%,Apr 2023,613,0,72,Life-Sim
Final Profit: A Shop RPG,$8.99,87.99%,Mar 2023,"1,499",5,191,Life-Sim
Cozy Caravan,$19.99,87.96%,May 2024,"9,101",14,205,Life-Sim
My Koi,$4.99,87.96%,Jul 2020,"1,630",2,148,Life-Sim
Medieval Fantasy Survival Simulator,$1.99,87.93%,Feb 2022,198,0,9,Life-Sim
Life of a Lonely Indie Game Developer DemoDemo,Free,87.92%,Jun 2025,—,2,233,Life-Sim
Hookah Haze,$17.99,87.87%,Jul 2024,"9,262",1,580,Life-Sim
Meowjiro,$4.99,87.87%,Nov 2022,"2,383",0,200,Life-Sim
Planetary Life,$11.99,87.84%,Aug 2025,"8,090",35,710,Life-Sim
A Story Beside,$14.99,87.82%,May 2022,"1,865",1,20,Life-Sim
Projected Dreams,$14.99,87.82%,May 2025,878,0,31,Life-Sim
Organized Inside,$7.19,87.81%,Nov 2025,"2,663",332,925,Life-Sim
Monster Care Simulator,$12.99,87.80%,Sep 2025,"4,081",9,425,Life-Sim
Camper Van: Make it Home,$10.49,87.76%,Jun 2025,"8,488",44,632,Life-Sim
Plant Nursery Simulator,$12.99,87.76%,Jun 2025,927,23,195,Life-Sim
Fishing Vacation,$1.99,87.74%,Apr 2022,477,0,9,Life-Sim
Potionomics,$14.99,87.72%,Oct 2022,"35,814",117,"5,170",Life-Sim
Mall Simulator,$13.99,87.64%,Nov 2025,"4,677","1,590","3,014",Life-Sim
Gobby McGobblenutz Presents - The Questionably Quirky Quiz Show,$1.99,87.62%,Oct 2021,99,0,4,Life-Sim
Idle Waters,$4.99,87.61%,Jun 2025,"1,487",19,734,Life-Sim
Screen Cat,$0.99,87.59%,Jan 2025,"1,470",230,"1,483",Life-Sim
DateBoy,Free,87.57%,Nov 2025,121,1,12,Life-Sim
Ninja Village,$3.23,87.55%,May 2022,"2,181",11,254,Life-Sim
Pumping Simulator 2,$11.99,87.54%,Sep 2023,"3,949",28,"1,247",Life-Sim
SchoolBoy Runaway,$5.99,87.53%,Dec 2024,"4,107",59,887,Life-Sim
TRATRITLE,$19.99,87.46%,Jul 2022,"7,467",4,456,Life-Sim
A Date with Death - Expansion DLCDLC,$6.99,87.46%,Dec 2023,—,—,—,Life-Sim
Tuition Academia,$9.99,87.43%,Feb 2022,"4,301",3,180,Life-Sim
S4U: CITYPUNK 2011 AND LOVE PUNCH DemoDemo,Free,87.36%,May 2024,—,1,105,Life-Sim
Mushroom Musume,$14.99,87.35%,Jun 2025,"2,505",1,119,Life-Sim
They Don't Sleep,$2.99,87.32%,Sep 2022,799,0,28,Life-Sim
Ova Magica,$24.99,87.30%,Jul 2024,"7,793",10,333,Life-Sim
Fish Game,$24.99,87.30%,Oct 2023,"3,801",0,165,Life-Sim
Sex With Friends,$4.99,87.29%,Apr 2025,958,0,92,Life-Sim
CHANGE: A Homeless Survival Experience,$19.99,87.28%,May 2020,"10,647",22,320,Life-Sim
Cozy Grove,$14.99,87.27%,Apr 2021,"25,842",89,873,Life-Sim
Little Rocket Lab,$19.99,87.20%,Oct 2025,"7,423",109,"1,324",Life-Sim
Placid Plastic DucklingsDLC,Free,87.20%,Jul 2025,—,—,—,Life-Sim
Sunset Motel: Prologue,Free,87.14%,Jul 2024,"1,912",33,161,Life-Sim
Cafe Master Story,$5.84,87.14%,Oct 2023,"1,331",5,308,Life-Sim
Research Story,$14.99,87.12%,Jul 2025,"5,476",11,139,Life-Sim
Dynopunk,$14.99,87.11%,May 2023,"2,701",0,114,Life-Sim
CozyTyper,$4.99,87.03%,Jul 2022,533,5,39,Life-Sim
The Palace on the Hill Prologue,Free,87.00%,May 2023,936,0,13,Life-Sim
Deisim,$14.99,86.99%,Sep 2022,"4,564",3,37,Life-Sim
Saloon Simulator,$18.99,86.97%,Jul 2025,"7,337",20,"1,012",Life-Sim
Bear and Breakfast,$19.99,86.96%,Jul 2022,"28,363",84,"3,027",Life-Sim
My Exercise,$3.99,86.96%,Aug 2020,864,0,35,Life-Sim
Reus 2 - Ice AgeDLC,$6.39,86.96%,Jan 2025,—,—,—,Life-Sim
Consume Me,$14.99,86.94%,Sep 2025,"2,636",16,145,Life-Sim
Break a Leg,Free,86.94%,Jul 2024,572,1,55,Life-Sim
Coconut Simulator,$0.99,86.91%,Nov 2024,235,8,51,Life-Sim
TROLEU,$9.99,86.83%,Sep 2025,"3,899",10,149,Life-Sim
Haunted Room : 205,$4.99,86.82%,Aug 2025,618,3,62,Life-Sim
Yakiniku simulator,$4.99,86.81%,Jun 2022,"1,951",1,137,Life-Sim
K-pop Idol Stories - Road to Debut DemoDemo,Free,86.80%,Dec 2024,—,2,31,Life-Sim
NEET DemoDemo,Free,86.80%,Jul 2022,—,1,93,Life-Sim
WolfQuest: Classic,$29.99,86.78%,Nov 2015,"12,598",6,245,Life-Sim
Sky End Market,$18.99,86.70%,Feb 2025,551,2,58,Life-Sim
觅光：第一章 - Seeking Light : Chapter 1,Free,86.68%,Mar 2023,647,0,28,Life-Sim
High School Odyssey,$8.99,86.67%,Nov 2023,"1,591",0,88,Life-Sim
I Hate My Waifu Streamer,$9.99,86.65%,Sep 2025,"1,544",17,239,Life-Sim
Mega Mall Story,$8.99,86.59%,Jul 2022,859,0,363,Life-Sim
Teenage Blob,$7.99,86.59%,Aug 2020,508,0,5,Life-Sim
Anonymous Hacker Simulator: Prologue,Free,86.58%,Aug 2023,"4,347",3,"1,147",Life-Sim
Terra Firma,Free,86.58%,Feb 2025,"1,749",20,88,Life-Sim
Cozy Island,$8.99,86.55%,Sep 2025,"20,947",55,"6,273",Life-Sim
World End Diner,$16.99,86.54%,Feb 2025,"2,342",4,93,Life-Sim
Kasi,$4.99,86.53%,Jan 2021,808,0,16,Life-Sim
FEMBOY FUTA HOUSE,$13.49,86.49%,Sep 2025,"27,668",557,"2,522",Life-Sim
Sailwind,$19.99,86.49%,Oct 2021,"13,634",123,369,Life-Sim
Chair Simulator,Free,86.48%,May 2021,"1,655",2,273,Life-Sim
Supercar Collection Simulator DemoDemo,Free,86.46%,Feb 2025,—,0,705,Life-Sim
Little Friends: Puppy Island,$39.99,86.44%,Jun 2023,"1,496",9,31,Life-Sim
Survivor Dieland,$1.99,86.43%,Mar 2021,213,0,9,Life-Sim
Coral Island,$20.09,86.40%,Nov 2023,"142,630","1,826","15,418",Life-Sim
My Time at Sandrock,$39.99,86.39%,Nov 2023,"137,475","1,243","21,778",Life-Sim
S4U: CITYPUNK 2011 AND LOVE PUNCH,$13.99,86.39%,Jan 2025,"8,108",1,"1,064",Life-Sim
Rock Simulator 2,$2.99,86.37%,Nov 2023,657,44,279,Life-Sim
Game Dev Story,$8.99,86.34%,Mar 2022,"4,517",6,588,Life-Sim
Kind Words 2 (lofi city pop),$19.99,86.32%,Oct 2024,"5,327",6,169,Life-Sim
I Wanna Be A Game Dev!,Free,86.30%,Nov 2024,583,0,25,Life-Sim
Little Witch in the Woods,$15.99,86.29%,Sep 2025,"87,546",430,"4,850",Life-Sim
ENSCROLL,Free,86.29%,Dec 2024,386,8,716,Life-Sim
Project Hospital,$24.99,86.25%,Oct 2018,"68,051",450,"2,673",Life-Sim
Ancient Russian Life Simulator,$0.49,86.25%,Dec 2023,"4,830",0,28,Life-Sim
Handyman Legend,$6.99,86.24%,Mar 2023,"16,709",17,"1,002",Life-Sim
Coral Island - Ocean Guardian Charity DLC PackDLC,—,86.20%,Jul 2023,—,—,—,Life-Sim
