Name,Price,Rating,Release,Follows,Online,Peak,Genre
"""LIFE"" not found;",Free,86.50%,Jun 2022,273,0,15,Education
Gazillionaire,$9.99,86.46%,Jan 2020,935,4,85,Education
Little Friends: Puppy Island,$39.99,86.44%,Jun 2023,"1,496",9,31,Education
Pleasure Puzzle:Portrait 趣拼拼：肖像画,$0.49,86.43%,Sep 2018,"1,322",2,619,Education
Tandis,$14.99,86.34%,Apr 2022,"1,233",4,40,Education
RGB Rush,$1.79,86.34%,Apr 2022,992,1,29,Education
Ultimate General: Civil War,$29.99,86.32%,Jul 2017,"63,364",457,"1,678",Education
Atari 50: The Anniversary Celebration,$39.99,86.32%,Nov 2022,"5,035",3,76,Education
It's Spring Again,$0.99,86.32%,Feb 2016,507,0,"1,654",Education
GET OUT!,Free,86.31%,Mar 2021,653,0,45,Education
Project Hospital,$24.99,86.25%,Oct 2018,"68,051",450,"2,673",Education
Unlock The Cat,$2.99,86.25%,Mar 2021,241,0,6,Education
Gas Station Simulator,$9.99,86.22%,Sep 2021,"55,904",488,"12,229",Education
PianoGlow 🎹,$19.99,86.20%,Mar 2025,399,9,17,Education
Mosaic of The Pharaohs,$8.99,86.19%,Mar 2025,228,16,56,Education
So to Speak,$14.39,86.14%,Mar 2025,"5,767",2,48,Education
Polylylyrhythm,$2.99,86.14%,Dec 2024,244,0,35,Education
Seashell,$3.99,86.13%,Mar 2022,223,0,12,Education
The Counting Kingdom,$6.99,86.11%,Aug 2014,520,0,25,Education
Juno: New Origins,$19.99,86.10%,Jan 2023,"20,332",60,780,Education
Logic World,$25.00,86.07%,Oct 2021,"4,238",5,144,Education
AI Learns To Drive,$5.99,86.05%,Jan 2025,976,24,111,Education
HudSight - crosshair overlayApplication,$7.99,86.04%,Jan 2021,"3,772","2,157","3,232",Education
Grey Hack,$19.99,86.00%,Dec 2017,"15,538",68,339,Education
Newton's Fourth Law,$11.99,85.98%,Jan 2025,"1,829",0,105,Education
LIT: Bend the Light,$6.99,85.98%,May 2020,"1,224",0,69,Education
JWildfireApplication,$11.99,85.98%,Oct 2020,312,4,27,Education
Prehistoric Kingdom,$29.99,85.94%,Apr 2022,"71,719",149,"2,520",Education
HYNPYTOL,$14.99,85.94%,Sep 2023,173,0,7,Education
Gnome Jigsaw Puzzles,$1.99,85.89%,Jan 2021,53,0,8,Education
Mewseum: Masterpieces,$6.99,85.88%,Mar 2025,154,3,15,Education
Dodd Goes to the Museum,Free,85.88%,Jan 2025,90,0,5,Education
The Sapling,$17.99,85.81%,Dec 2019,"5,694",32,229,Education
ABI-DOS,Free,85.79%,Nov 2024,"1,086",11,247,Education
Pair Of Stamps,$0.49,85.72%,Nov 2022,92,0,11,Education
Sebil Engineering,$11.99,85.66%,Nov 2023,419,0,14,Education
Turn on the light,$0.99,85.63%,Jul 2020,196,0,6,Education
Paradiddle,$24.99,85.56%,Nov 2022,"3,033",12,34,Education
Cypher,$4.99,85.54%,Feb 2018,"3,835",0,201,Education
Cats of the Song Dynasty,Free,85.51%,Sep 2024,121,1,7,Education
Pocket Academy 3,$8.99,85.45%,Jul 2023,"1,142",3,164,Education
SIGame,Free,85.45%,Mar 2025,875,863,"2,045",Education
Fantastic Contraption Classic 1 & 2,$9.99,85.43%,Sep 2008,218,4,16,Education
Learn Japanese To Survive! Katakana War,$6.99,85.42%,Jan 2017,"4,766",0,139,Education
Console Shop Simulator,$15.99,85.42%,Jul 2025,"1,507",35,232,Education
Daigaku Gurashi,$4.99,85.42%,Sep 2022,647,4,20,Education
Active Neurons - Wonders Of The World,Free,85.42%,Oct 2020,263,2,12,Education
I Fetch Rocks,$15.99,85.40%,Aug 2025,"1,991",0,17,Education
3D Math - Ultra,$4.99,85.38%,May 2020,737,0,23,Education
WTF Do You Know?,$1.99,85.32%,May 2022,132,0,10,Education
Irbet Tong,$6.99,85.27%,Jul 2025,171,0,12,Education
WTF Is Wrong With You?,$1.99,85.26%,Jun 2021,191,0,8,Education
Understand,$3.99,85.25%,Oct 2020,999,6,113,Education
Kemono FriendsSeries,—,85.24%,Jun 2017,598,0,22,Education
Oil Strike '75,Free,85.23%,May 2024,167,0,23,Education
