Name,Price,Rating,Release,Follows,Online,Peak,Genre
Farm Manager 2021,$19.99,76.41%,May 2021,"26,707",46,"3,227",Casual
VRC PRO,$22.49,82.04%,Mar 2015,"7,941",46,193,Casual
Donut County,$3.89,89.44%,Aug 2018,"21,215",46,636,Casual
No Time to Relax,$13.99,88.27%,Feb 2019,"8,236",45,"1,649",Casual
RollerCoaster Tycoon® 3: Platinum,—,88.69%,Oct 2006,"20,225",45,"2,800",Casual
Mirror,$1.99,94.42%,Apr 2018,"148,649",45,"8,250",Casual
The Room Two,$4.99,95.22%,Jul 2016,"18,103",45,401,Casual
Youtubers Life,$19.99,75.87%,May 2016,"85,023",44,"7,553",Casual
Garfield Kart,$1.24,85.48%,Nov 2013,"5,717",44,186,Casual
Wild West Saga: Idle Tycoon Clicker,Free,65.42%,May 2018,"1,090",43,470,Casual
Startup Company,$12.99,79.24%,Apr 2020,"49,034",43,"1,984",Casual
Little Misfortune,$19.99,89.77%,Sep 2019,"26,876",43,750,Casual
Bakery Simulator,$15.99,65.83%,May 2022,"9,132",42,674,Casual
Midas Gold Plus,Free,81.88%,Feb 2017,"2,409",42,"2,398",Casual
Human Resource Machine,$4.94,90.45%,Oct 2015,"24,388",42,778,Casual
AdVenture Communist,Free,63.59%,Aug 2016,"4,375",41,"2,871",Casual
The Four Kings Casino and Slots,Free,66.57%,Jun 2015,"3,817",41,455,Casual
Farming Simulator 2013 Titanium Edition,$14.99,89.30%,Oct 2013,"15,067",41,"4,639",Casual
MONOPOLY® PLUS,—,42.75%,Sep 2017,"25,769",40,"3,180",Casual
Ultimate Fishing® Simulator,$19.99,86.89%,Aug 2018,"33,588",40,"2,485",Casual
Trine 2: Complete Story,$19.99,93.11%,Jun 2013,"38,622",40,"3,755",Casual
KUBOOM,Free,61.53%,Sep 2016,"5,818",39,"3,145",Casual
Mahjong,$9.99,78.39%,Feb 2017,565,39,217,Casual
Mitos.is: The Game,Free,79.11%,Jul 2015,"16,862",39,"5,299",Casual
Katamari Damacy REROLL,$29.99,90.16%,Dec 2018,"13,630",39,433,Casual
The Stanley Parable,$14.99,90.77%,Oct 2013,"69,478",39,"4,818",Casual
World of Goo,$4.94,91.23%,Oct 2008,"10,457",39,"2,045",Casual
懒人修仙传,$3.99,58.85%,Nov 2018,"2,405",38,"1,522",Casual
Bejeweled 2 Deluxe,$0.99,88.37%,Aug 2006,949,38,76,Casual
Professional Fishing,Free,74.37%,Nov 2018,"11,785",37,798,Casual
AChat,Free,59.65%,Apr 2020,"4,278",36,101,Casual
Gorogoa,$3.74,95.12%,Dec 2017,"42,555",36,813,Casual
Quiplash,$3.49,85.77%,Jun 2015,"7,506",35,"2,855",Casual
The Sapling,$17.99,85.81%,Dec 2019,"5,694",35,229,Casual
Zoombinis,$11.99,88.52%,Oct 2015,"2,624",35,188,Casual
The Jackbox Party Pack 5,$14.99,89.67%,Oct 2018,"8,941",35,"2,748",Casual
NEKOPARA Vol. 1,$9.99,93.05%,Dec 2014,"90,953",35,487,Casual
Pool Nation FX Lite,Free,70.57%,Dec 2015,"9,285",34,"1,271",Casual
Rusty Lake: Roots,$3.99,93.59%,Oct 2016,"15,226",34,881,Casual
OneShift,$4.99,72.98%,Aug 2018,"1,535",33,555,Casual
Puyo Puyo Champions,$6.99,75.62%,May 2019,"3,616",33,355,Casual
